age,sex,marital,income,degree,happy,health
27.0,male,never married,12129,associate/junior college,not too happy,good
56.0,male,divorced,39695,associate/junior college,not too happy,excellent
40.0,male,divorced,39695,associate/junior college,unanswered,good
80.0,female,widowed,,high school,not too happy,poor
60.0,male,married,,bachelor's,pretty happy,unanswered
56.0,male,divorced,59542,bachelor's,not too happy,fair
75.0,female,widowed,12129,less than high school,unanswered,fair
50.0,male,married,39695,high school,very happy,fair
71.0,female,widowed,59542,graduate,very happy,fair
38.0,male,divorced,28668,associate/junior college,very happy,unanswered
56.0,female,divorced,4852,high school,pretty happy,poor
29.0,male,married,28668,high school,unanswered,good
44.0,female,married,72774,high school,very happy,good
81.0,female,divorced,48516,bachelor's,not too happy,excellent
77.0,female,married,,bachelor's,very happy,good
80.0,female,married,72774,high school,unanswered,good
43.0,male,married,59542,bachelor's,pretty happy,good
25.0,female,married,59542,bachelor's,very happy,good
37.0,male,never married,59542,graduate,unanswered,good
33.0,female,married,12129,less than high school,unanswered,fair
55.0,male,never married,24258,graduate,pretty happy,fair
39.0,female,married,72774,high school,unanswered,excellent
48.0,female,married,9924,less than high school,pretty happy,unanswered
40.0,female,married,,graduate,very happy,good
21.0,female,never married,88211,high school,very happy,unanswered
69.0,male,married,178266,graduate,pretty happy,excellent
34.0,male,never married,6616,high school,pretty happy,unanswered
51.0,female,married,72774,graduate,pretty happy,good
89.0,female,widowed,24258,high school,unanswered,fair
25.0,male,never married,14334,high school,not too happy,good
21.0,female,never married,7939,high school,pretty happy,unanswered
22.0,female,never married,14334,high school,unanswered,good
31.0,male,never married,12129,graduate,pretty happy,unanswered
36.0,male,divorced,14334,graduate,unanswered,excellent
23.0,male,never married,16539,high school,unanswered,excellent
34.0,male,married,105852,graduate,very happy,excellent
30.0,female,married,105852,high school,pretty happy,excellent
22.0,female,never married,48516,high school,not too happy,good
32.0,male,married,123496,high school,very happy,excellent
34.0,female,married,88211,high school,pretty happy,good
43.0,male,married,72774,high school,unanswered,good
53.0,male,divorced,,high school,unanswered,good
26.0,female,never married,3087,high school,pretty happy,fair
42.0,female,married,18745,less than high school,very happy,fair
35.0,male,divorced,39695,high school,pretty happy,good
37.0,female,married,16539,graduate,unanswered,good
31.0,female,never married,48516,high school,unanswered,poor
72.0,female,widowed,5734,high school,unanswered,good
89.0,female,widowed,5734,less than high school,unanswered,fair
23.0,male,never married,9924,high school,very happy,excellent
63.0,female,divorced,5734,high school,unanswered,good
32.0,male,separated,14334,less than high school,unanswered,good
51.0,female,never married,39695,high school,very happy,good
26.0,male,never married,24258,bachelor's,pretty happy,fair
22.0,female,never married,18745,high school,pretty happy,excellent
25.0,female,never married,,less than high school,unanswered,good
35.0,male,married,39695,high school,pretty happy,unanswered
69.0,female,widowed,,less than high school,pretty happy,fair
22.0,male,never married,59542,less than high school,unanswered,excellent
33.0,female,married,28668,high school,pretty happy,unanswered
32.0,female,never married,5734,associate/junior college,not too happy,unanswered
84.0,female,widowed,24258,associate/junior college,pretty happy,good
39.0,female,never married,14334,high school,unanswered,good
50.0,female,separated,9924,associate/junior college,very happy,unanswered
74.0,male,widowed,12129,less than high school,pretty happy,fair
55.0,male,separated,,high school,unanswered,poor
63.0,male,divorced,12129,high school,unanswered,good
34.0,female,separated,14334,high school,not too happy,fair
33.0,female,married,59542,bachelor's,very happy,unanswered
42.0,male,widowed,9924,less than high school,pretty happy,unanswered
72.0,female,widowed,14334,less than high school,very happy,unanswered
59.0,male,widowed,7939,high school,pretty happy,unanswered
46.0,female,married,24258,high school,unanswered,fair
64.0,male,separated,33079,graduate,not too happy,excellent
83.0,male,married,18745,high school,unanswered,good
46.0,female,divorced,12129,high school,pretty happy,unanswered
54.0,female,married,48516,associate/junior college,unanswered,good
22.0,female,never married,24258,less than high school,pretty happy,good
81.0,female,married,33079,bachelor's,unanswered,good
65.0,male,divorced,18745,less than high school,unanswered,fair
29.0,female,never married,14334,high school,very happy,excellent
25.0,female,married,33079,high school,pretty happy,excellent
31.0,male,never married,12129,high school,not too happy,unanswered
38.0,male,married,12129,high school,unanswered,good
44.0,female,never married,39695,associate/junior college,unanswered,fair
32.0,female,married,33079,high school,very happy,excellent
63.0,male,divorced,,high school,pretty happy,good
58.0,male,divorced,39695,bachelor's,pretty happy,good
54.0,female,divorced,14334,high school,very happy,unanswered
77.0,female,divorced,12129,high school,pretty happy,unanswered
77.0,male,married,24258,associate/junior college,unanswered,fair
32.0,male,divorced,59542,bachelor's,not too happy,unanswered
44.0,male,divorced,39695,high school,not too happy,fair
61.0,female,widowed,12129,high school,pretty happy,fair
61.0,female,married,72774,bachelor's,unanswered,good
35.0,male,never married,28668,bachelor's,pretty happy,good
66.0,male,married,59542,bachelor's,very happy,fair
74.0,male,married,48516,associate/junior college,very happy,good
42.0,male,married,123496,graduate,very happy,excellent
84.0,female,married,,high school,very happy,good
54.0,female,never married,48516,graduate,not too happy,good
85.0,male,married,72774,bachelor's,very happy,good
22.0,male,never married,18745,high school,unanswered,excellent
22.0,male,never married,178266,high school,unanswered,good
55.0,female,married,105852,graduate,unanswered,good
79.0,male,married,72774,bachelor's,unanswered,excellent
49.0,male,divorced,,graduate,pretty happy,excellent
29.0,male,married,39695,associate/junior college,unanswered,good
61.0,male,married,178266,graduate,pretty happy,unanswered
74.0,male,married,48516,bachelor's,pretty happy,excellent
41.0,female,married,178266,bachelor's,very happy,unanswered
75.0,female,widowed,7939,less than high school,unanswered,good
80.0,female,widowed,28668,high school,unanswered,good
50.0,male,married,72774,high school,pretty happy,unanswered
53.0,female,divorced,48516,high school,unanswered,good
68.0,female,divorced,28668,high school,very happy,good
59.0,male,married,33079,high school,unanswered,good
36.0,female,married,33079,high school,unanswered,excellent
78.0,female,never married,,bachelor's,very happy,good
46.0,female,married,48516,high school,very happy,good
57.0,male,married,178266,bachelor's,very happy,good
18.0,male,never married,24258,high school,pretty happy,fair
46.0,female,divorced,12129,bachelor's,pretty happy,good
72.0,male,married,48516,associate/junior college,pretty happy,fair
68.0,male,divorced,24258,high school,very happy,excellent
61.0,male,married,39695,high school,unanswered,fair
50.0,male,divorced,,less than high school,not too happy,unanswered
23.0,female,never married,441,high school,not too happy,fair
72.0,male,married,105852,graduate,pretty happy,unanswered
68.0,male,married,59542,high school,unanswered,good
54.0,female,married,178266,high school,very happy,unanswered
61.0,male,married,59542,associate/junior college,very happy,good
59.0,female,married,39695,bachelor's,very happy,good
64.0,male,divorced,59542,associate/junior college,unanswered,good
78.0,male,married,9924,less than high school,unanswered,fair
45.0,male,divorced,24258,high school,pretty happy,unanswered
36.0,female,married,59542,associate/junior college,pretty happy,unanswered
71.0,male,married,72774,high school,unanswered,good
58.0,female,divorced,20950,high school,pretty happy,excellent
38.0,male,married,88211,high school,unanswered,good
71.0,female,married,12129,less than high school,pretty happy,good
64.0,male,married,105852,bachelor's,very happy,excellent
34.0,male,married,88211,associate/junior college,unanswered,good
37.0,male,divorced,28668,high school,pretty happy,unanswered
20.0,female,married,72774,high school,unanswered,excellent
33.0,female,divorced,59542,high school,pretty happy,fair
86.0,male,married,88211,bachelor's,pretty happy,good
54.0,male,divorced,48516,high school,pretty happy,excellent
38.0,female,married,59542,associate/junior college,very happy,unanswered
74.0,male,married,24258,high school,pretty happy,unanswered
73.0,female,married,39695,less than high school,pretty happy,unanswered
40.0,male,widowed,9924,less than high school,pretty happy,fair
54.0,female,married,59542,high school,unanswered,good
22.0,male,never married,39695,high school,unanswered,good
24.0,male,never married,105852,high school,unanswered,good
54.0,male,divorced,18745,less than high school,pretty happy,unanswered
28.0,male,married,48516,associate/junior college,very happy,good
33.0,male,married,33079,less than high school,pretty happy,unanswered
48.0,female,married,59542,bachelor's,very happy,unanswered
85.0,female,widowed,24258,high school,pretty happy,unanswered
19.0,male,never married,16539,less than high school,pretty happy,unanswered
74.0,male,married,28668,high school,unanswered,good
59.0,male,widowed,88211,high school,pretty happy,good
80.0,male,married,28668,high school,pretty happy,good
41.0,male,married,48516,high school,unanswered,good
72.0,female,divorced,1764,associate/junior college,unanswered,fair
39.0,female,never married,18745,high school,pretty happy,good
32.0,female,never married,24258,high school,unanswered,good
46.0,female,divorced,24258,high school,unanswered,fair
36.0,female,divorced,14334,high school,not too happy,fair
48.0,female,widowed,441,high school,very happy,good
37.0,female,never married,4852,less than high school,very happy,good
27.0,female,divorced,20950,high school,pretty happy,unanswered
48.0,female,divorced,6616,associate/junior college,not too happy,unanswered
66.0,female,married,9924,high school,unanswered,good
74.0,female,widowed,9924,high school,very happy,good
53.0,female,married,28668,high school,pretty happy,unanswered
52.0,female,married,105852,high school,very happy,unanswered
44.0,male,never married,28668,high school,unanswered,good
42.0,female,married,39695,high school,very happy,good
52.0,female,divorced,48516,high school,pretty happy,excellent
41.0,male,married,28668,associate/junior college,pretty happy,fair
